thematic;card;id;bearer;reigning;conditions;lockturn;weight;question;power;faith;people;money;load;override_yes;answer_yes;yes;override_no;answer_no;no
tourney;_jousting_results;1617;maester;;!jousting_win;;5;<i>Pale and shaking.</i> My Lord, can you hear me? No, please don't try to move it.;;;;;;What...;;> and !nb_jousting and set_defaut;What...;;> and !nb_jousting and set_defaut
tourney;_end_jousting;1618;end>tourney;;;;;<i>Your life trickles away through many wounds.</i>;;;;;;;;;;;
tourney;_jousting_results;1452;maester;;!jousting_win;;10;How do you feel, Your Grace? I'm afraid you're out of the tourney... this is a nasty injury you have here.;2;-1;;;set_defaut;I can stand!;;!nb_jousting;I'm dying!;;!nb_jousting
tourney;_jousting_events;1453;kingsguard;;;10;100;This shouldn't be too difficult. Ser Stewyr is the heir of a destitute house from the Reach. He looks emaciated.;;;;;power=70;Let's hope he doesn't faint;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1455;kingsguard;;;10;100;Ser Graeme joined the court only recently. He doesn't look like much, but he's said to be a wicked bruiser with a dark past.;;;;;power=60;I will prevail!;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1454;kingsguard;;;10;100;That Ser Dundlee you're facing could well be the bastard son of a giant and a cockroach! I'm not confident, my Lord...;;;;;power=40;I will trample the cockroach!;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1456;kingsguard;;;10;100;Oh... You're facing Ser Brakker, also known as "The Brakker of Bones". Ha... He's riding his famous stallion Hurricane.;;;;;power=20;Well...;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1457;kingsguard;;;10;100;This is Ser Flester, the Knight of Kisses! Brilliant armor, attractive smile, but also an abysmal debt.;;;;;power=40;I will prevail!;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1465;kingsguard;;;10;100;You're now facing Ser Fellman. He's over there, praying with a Septon. His lance is agile and he rides well.;;;;;power=50;I am the Warrior!;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_events;1466;kingsguard;;;10;100;This here is Ser Glover. A fine Knight full of pride and generosity. He's suspected of worshipping the Red God.;;;;;power=50;A heretic!;;>_jousting_results;Any suggestions?;;>_jousting_choice
tourney;_jousting_choice;1467;kingsguard;;;;0;I'm sorry, your Majesty, they've all gone. You will have to rely only on your skills.;;;;;;I will fight justly;;>_jousting_results;;;>_jousting_results
tourney;_jousting_choice;1468;soldier;;>1456;reign;100;Sabotage$Here, Your Majesty, ride this mare. She's in heat, which should distract your opponent's stallion.;1+1;;;;;Thank you;;jousting_win and >_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1469;soldier;;<1468;reign;100;Sabotage$I could try to swap your opponent's lance for a broken one, but I'm afraid they're going to spot me.;1+1;;;;;Please try;;>_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1470;banker;;>1457;reign;100;Bribes$Ser Flester is accustomed to falling from his horse with grace and certainty. Provided we pay some of his debts, of course.;;;;-1-1;;Let's pay;;jousting_win and >_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1471;banker;;<1470;reign;100;Bribes$I'm afraid this animal you're fighting is not interested in the alluring glimmer of gold. He will throw me out.;;;;-1-1;;Please try;;>_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1472;spider;;>1466;reign;100;Blackmail$Even if this rumor is not true, I can easily make it real. That should convince Ser Glover to be amicable with you.;;;-1-1;;;Sometimes you scare me;;jousting_win and >_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1477;spider;;>1455;reign;100;Blackmail$I've gathered some rather interesting whispers about Ser Graeme. His fortune came from smuggling goods and women.;;;1+1;;;Please use that;;jousting_win and >_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1473;spider;;<1472 and <1477;reign;100;Blackmail$I know a few secrets about your opponent, although I'm not convinced it will be enough.;;;-1-1;;;Please try;;>_jousting_results;I will fight justly;;>_jousting_results
tourney;_jousting_choice;1474;septon;;>1465;reign;100;Prayers$How could Ser Fellman risk damaging a ruler so precious to the Seven? Shall we join him in his prayers?;;1+1;;;;<i>Pray</i>;;jousting_win and >_jousting_results;;;>_jousting_results
tourney;_jousting_choice;1475;septon;;<1474;reign;100;Prayers$Pray with me, Your Grace. You're in no position to refuse help.;;2;;;;<i>Pray</i>;;>_jousting_results;<i>Scorn</i>;;>_jousting_results
;;1053;pious;;;500;100;The Seven will save us from any unnatural creatures! Prayer and penance are all we need.;-1;2;;;;;;;;;
;;1054;pious;;;500;100;The faithful are flocking to us in droves. The people recognize the truth! Are you ready to make penance?;-1;1;-1;;;;;;;;
;;1055;coins!septa;;;500;100;The Faith offers hot meals and warm beds to the suitably devoted. That's the only real secret to their success.;;-1-2;-2;2+1;;Forbid them;;;Offer the same;;
;;1058;septa;female;;500;100;Will you let me be a listening ear and a comforting presence?;-1;2+1;-1;;;;;;;;
;;1056;septa;sansa;yes_septa>1;500;400;There is a place for you with us. Peace, silence and joy await you if you choose to lay down the burdens of men.;;8+7;;;;Tell me more;;>_end_sansa;As a prisoner?;;>
;_;1057;septa;sansa;;;;A prisoner? No my child, you would be free to leave, if it were your will.;;;;;;Tell me more;;>;Leave me;;
;_;1569;septa;sansa;;;;I wish I could, but the secrets of the Silent Sisters are carefullly guarded. Follow me tonight and I will tell you all.;;8+7;;;;;;>;;;
;_end_sansa;1171;end>sansa;sansa;;;;<i>Wearied beyond measure by the trials of your short life, you turn from the Old Gods to hide yourself in silent contemplation.</i>;;;;;;;;;;;
afterdeath;_after_death;1815;melisandre>fire;;>1171;del;10000;Sansa will never find the Lord of Light's peace among these misguided naifs.;;;;;;...;;>_ruler_choice;...;;>_ruler_choice
;;1060;sam;;;500;100;Violence is never my first inclination. But if you'd seen what I've seen, you would not hesitate to prepare for war.;2-1;-1;;;;I will prepare for war;;;I will not;;
;;1061;sam;;;500;100;My wife and young son are with me. I ask you to make provisions for them, and guarantee their safety.;;1;1;-1-1;;;;;;;
;;1321;cook;;;500;100;Your Excellency, I cannot stay silent! The High Septon keeps pestering me about the food I serve. It's not too fatty!;;2;-1;;;Yes it is;;;No, it isn't!;;
;;1062;cook;;kingslanding;500;400;Your Illustrious Splendour, it's time to choose the wine for tomorrow's banquet! Only... well, I... gulp...;;-1;;;;What's the problem?;;>;Then go pick one!;;
;_;1063;cook;;;;;We've heard... crying sounds, coming from the cellar. But when we search the source, there seems to be no one.;;;;;;Crying?;;>;;;
;_;1064;cook;;;;;Yes... it's quite unnerving. It sounds like a small child.;;;;;;;;;;;
;;1065;hand;cersei;seen_1062;500;200;Some say the Red Keep is full of restless souls. Persecuted innocents, trapped within the walls, unable to leave...;-1;;;;;Robert's bastards?;;;Nonsense!;;
;;1097;handmaiden;cersei;morewine;500;100;I have your wine, Your Grace.;;;;;;I need more;;>>>1097 and nb_wine+;No more wine;;
;;1098;end>cersei;cersei;nb_wine>4;1;max;<i>Your body is found the following morning, lying in a broken heap at the foot of the stairs, a wine cup in hand.</i>;;;;;;;;;;;
;;1066;maester;daenerys;;500;100;I wish to discover the mysteries of dragon blood. Would you permit me to take a sample?;-1;;2;;;I am curious too;;;;;
;;1068;handmaiden;;;500;100;The most beautiful cape I've ever seen arrived this morning, a gift for you. Would you like to try it on?;-1;-1;2;;;;;;;;
;;1069;handmaiden;;;500;100;You should wear a sapphire to protect you from poison. Or maybe a bezoar ?;-1;-1;2;;;What poison?;;>;Neither;;>
;_;1070;handmaiden;;;;;A unicorn horn from the Land of Always Winter would also do the trick.;-1;;;;;From where?;;>;;;
;_;1071;handmaiden;;;;;Beyond the Wall. I assumed a person of your station would have one... perhaps you should send a party to find one?;-2;;-1;;;I deserve one!;<i>You send a party to find a unicorn horn. They never return.</i>;;Enough prattling;;
;;1077;tyrion;;>lannister_male;del;600;This nitwit is my cousin. He doesn't know what he's talking about. I beg you to ignore his ceaseless droning.;-1;;1;;;I will;;;I need him;;
;;1072;coins;;;500;100;We should remove the tariffs on imports and exports to King's Landing. Increased trade will benefit all!;;;1;2+1;;;;;;;
;;1073;coins;;;500;100;To move goods and people, new roads must be built and old ones repaired.;;;3;-2-2;;;;;;;
;;1074;coins;;;500;100;We should send a trade envoy to the Free Cities to cultivate ties.;1;;;2;;;;;;;
;;1075;cook;;;500;100;What should be done with the leftover food from the Keep?;-1;;2+1;;;Feed the poor;;;Feed the dogs;;
;;1322;greyjoy!hand;;greyjoy!antagonist;500;400;We don't need you to massage us like fat cats on embroidered cushions. We want to fight, we are the Iron Fleet!;1-1;-1;;;;Raid...;;>;Stay put;;
;_;1078;greyjoy;;;;;Marauding and debauchery? That's more like it.;;;;;;Listen...;;>_raid_choice;;;>_raid_choice
;_raid_choice;1323;greyjoy;;;;0;Maybe I'll just destroy a few nearby villages while you make your decision. <i>He spits on the floor.</i>;0-1;0-1;0-2;;;Do that;;;No, wait!;;
;_raid_choice;1324;greyjoy;;;10;10;Dorne$You're asking me to plunder the Dornish coastline? Love to!;1+1;;;1+1;;Go;;>>>>_dornish_rendition;No, wait...;;>_raid_choice
;_raid_choice;1325;greyjoy;;;10;10;Free cities$You want me to bring havok to Braavos, Tyrosh and Lys?;;;;2+2;;Go;;>>>>>_unhappybanker;No, wait...;;>_raid_choice
;_raid_choice;1326;greyjoy;!stark;;10;10;North$I guess you'd like us to ravage the North. Boring work, but we can do it.;;;-1-1;1+1;;Go;;;No, wait...;;>_raid_choice
;_raid_choice;1327;greyjoy;;<;10;10;Reach$There are a few fat Septs in the Reach. Always wanted to... pay my respects there.;;-1-1;;1+1;;Go;;;No, wait...;;>_raid_choice
;;1079;greyjoy&hand;;;500;100;The Ironborn are arrogant and petty. I'm glad to serve you as they fight and argue amongst themselves.;-2;;;;;I need you;;;I need the Iron Fleet;;
;;1081;banker;tyrion;!tyrion_super;500;1000-50;Your superb experience as a Master of Coin is thoroughly praised at the highest levels of the Iron Bank.;1;;;1;;You polish flatteries as well as coins;;>;Your humble servant!;;>
;_;1082;maester;tyrion;;;;Why are you listening to this unbearable popinjay?;;;;-1;;He's entertaining;;>;He pays for our food;;>
;_;1083;banker;tyrion;;;;And I know when not to listen. We will work well together. Please accept this humble contribution.;;;;2+1;;Thank you!;;tyrion_super;And if I say no?;;tyrion_super
;;1084;coins;arya;;500;100+60;My Queen, one of our most trusted friends across the Narrow Sea has sent an associate to see you.;;;1;;;What friend?;;>;I want peace!;;
;_;1085;coins;arya;;;;Illyrio Mopatis. His associate is called Master Rugen. He's in the small council room, will you meet him?;;;;;;Please do;;> and add_varys;;;
;_;1086;varys;arya;;;;Your Majesty, I apologize for the deception. Not my finest performance. But there is a matter most urgent...;;;;;;<i>Run to the door</i>;;>;I could have you killed;;>
;_;1087;varys;arya;;;;Will you really call your guards on me? I doubt it, just like I doubt you really are Cersei.;;;;;;<i>Remove Cersei's face</i>;<i>Varys looks at you in shock.</i> Arya Stark? Now that, I did not expect! <i>You tell him your story while he paces nervously through the room. Then he turns to you.</i>;>;Guards!;;kill_varys
;_;1088;varys;arya;;;;It changes everything. Everything! You may be the key to the Kingdom's salvation.;;;;;;I need you;;>;How?;;>
;_;1089;varys;arya;;;;You are... novel. I've employed faceless men on a few occasions in the past. But none sat on the Iron Throne.;;;;;;Will you stay?;;>_1090;What should I do?;;>
;_;1394;varys;arya;;;;I'm afraid you are trapped in your role. Never reveal who you really are, not to anyone. It could destroy this kingdom.;;;;;;Will you stay?;;>_1090;Go now;;del_varys
;_;1090;varys;arya;;;;The decision is yours, My Queen. Either I stay as your advisor, or I look after your interests from afar.;1;;1;;;Stay;;varys>spider;Go now;;del_varys
;;1099;sam;stark;lannister&antagonist;500;100;Gilly has been taken by Lannisters soldiers! They stormed through the Mud Gate and took hostages at the hospital!;-1-1;;1+1;-2-2;;I will pay;;;Let me talk to them;;>
;_notfair;1100;jaime;stark;;;;Don't do that. Heroes are for fairytales. How many more Starks need beheading before you understand?;-2;;2;-2-2;;You're right;;;You're wrong;<i>You try to talk to the red cloaks but the only answer you receive is the quarrel of an arbalest. You're only slightly injured. The hospital is razed the following night. Gilly is nowhere to be seen.</i>;del_sam
;;1112;kirsten;;has_kingsguard;500;100;Why is <kingsguard> following me everywhere? He scares me. Did he forget his vows?;;1;-1;;;Outrageous!;;;If only;;
;;1113;cook;;;500;100;What would you like for your repast?;;-1;;;;Sausages;;;Nothing;;
;;1114;sansa;cersei;!has_sansa and stark&antagonist;800;120;It's been a while Your Grace. You look... well.;;;;;;Sansa!;;>;What do you mean?;;>
;_;1328;sansa;cersei;;;;And a little tired. It must be difficult at your age to rule so ruthlessly.;;1;;;;Oh child;;>;The she-wolf bites;;>
;_;1115;sansa;cersei;;;;I'm not a little girl anymore. You of all people must understand how tragedy can harden a soul.;;;1;;;Why are you here?;;>;I'm bored;;kill_sansa
;_;1116;sansa;cersei;;;;You're right. To business. We will all be dead in six moons if we keep fighting one another. Simple.;1;;;;;All of you?;;>;What's the point?;;
;_;1117;sansa;cersei;;;;No? I see. Then we will abandon you to defend against the White Walkers alone. We will seek shelter on Bear Island and Skagos.;;;;;;. . .;;;. . .;;
;;1118;tyrion;jaime;;500;100;Us Lannisters don't shit gold anymore. We need to economize. I may have a solution.;;;;;;A new tax?;;>;Figs?;;>
;_;1329;tyrion;jaime;;;;An excellent laxative! No, I was thinking about selling some of our assets to merchants of the Free Cities.;-1;;;1+1;;;;;;;
;;1121;hand;tyrion;;500;100;You know, the people of Westeros would love to see your head on a pike.;1;;-1;;;Towering over them!;;;Always!;;
;;1122;courtesan;tyrion;;500;100;Your reputation has not faded among the ladies. Won't you come and see us one night?;;-2;;;;Us?;;;;;
;;1123;hand;sansa;;500;100;The Brotherhood Without Banners' ranks are swelling. I can see the attraction.;;;1;;;Find them;;;Outlaws;;
;;1131;handmaiden;;has_nobleman;500;100;Your Majesty, I hate to disturb you, but <nobleman> is bothering his female servants. They live in fear of his urges.;-1;;-1;;;Summon him;;;His House, his rules;;
;;1132;commoner_male;;;500;100;Disease has destroyed my hops. I need money to replant.;;;;-2;;;;;;;
;;1133;handmaiden;;;500;100;May I offer you a refreshment?;;-1;;;;Of course;;>;Not now;;
;_;1134;handmaiden;;;;;Arbor gold, Dornish red, something sweet from Volantis, pomegranate juice?;;;;;;Wine!;;>>>>>>>morewine;Juice?;;
;;1135;jon;daenerys;;500;100;My sword is yours, my life is yours, my heart is yours.;2;;-2;;;I'll need them all;;;I just need you;;
;;1136;spider;tyrion;;500;100;I know we all believe in White Walkers, grumkins and snarks now, but really, aren't you becoming a little erratic?;;;-2;;;I am doing my best;;;It's my main quality;;
;;1137;hand;sansa;;500;130;They say you spend even more time in the godswood than your father did. It can take you away from the world.;1;1;-1;;;You are right;;;You are wrong;<i>The only place you can find any peace cannot be given up lightly</i>;
;;1138;spider;stark;;500;130;Your ostentatious worship of the Old Gods risks upsetting the High Septon. His support is already tenuous.;;2;;;;I will take the risk;;;;;
;;1139;sansa;arya;;500;170;Family, duty, honor... I know what they mean now.;1;;;;;Me too;;;No you don't;;
;ratereigns;1143;maester;;dynasty>8 and mobile_keep;del;20+100;It is royal custom for the (King to write down his*Queen to write down her) thoughts about the Seven Kingdoms. Would you be so kind?;;;;;;<i>Rate this game!</i>;;rating_keep;Not now;;
;ratereigns;1144;banker;;dynasty>20 and !rating_keep and mobile_keep;del;20+100;The esteemed head of the Iron Bank, Fyrcho Parkoris, has requested I send him an evaluation of the Kingdom's assets.;;;;;;<i>Rate this game!</i>;;rating_keep;Not now;;
;;1151;jon;sansa;jonheir_keep;500;100;I will defend you to the death! Whatever my origins, I was raised a Stark!;;;;;;;;;;;
;;1152;jon;sansa;;500;50;I can advise you on military matters. But I'm sure you remember that neither Gods nor coins are my strong suit...;2;1;-1;;;;;;;;
;;1153;nobleman;;;500;50;Fashion is key to a regal bearing, my (Lord*Lady). If you dazzle your people with finery, they will adore you!;;;1;-1;;;;;;;
;;1154;high_septon;;;500;50;Perhaps a more humble appearance will please the pious. Power comes from within, not from fancy garments.;;1;-1;1;;;;;;;
;;1764;military;male;;500;100;My Lord, me and the lads are doing some fencing outside. Fancy a bit of fresh air with us?;;;1;;;Excellent idea;<i>You spend the rest of the afternoon outside. The exercise makes you forget the burden of the crown for a few hours.</i>;> and set_kingslanding>1;It's "My King" to you;;
;_;1765;rhaegal;jon;;;;<i>Rhaegal's massive shadow sweeps across the yard, scattering the soldiers. The beast settles against a far wall, closing his eyes. </i>;;;;;;Rhaegal!;;>;Hmm... Daenerys?!;;>
;_;1766;rhaegal>open1;jon;;;;<i>Daenerys is nowhere to be seen. The Dragon lifts an eyelid and growls...</i>;1;;;;;<i>Lift a hand</i>;;>;<i>Flee</i>;<i>You escape the yard before Rhaegal can catch you. He burns a few of your men before flying off towards the east.</i>;set_trone
;_;1767;rhaegal>open;jon;;;;<i>Rhaegal is looking straight at you. His growl is turning into a high pitched scream.</i>;1;;;;;Calm down;;>;<i>Flee</i>;<i>You escape the yard before Rhaegal can catch you. He burns a few of your men before flying off towards the east.</i>;set_trone
;_;1174;end>dragon;jon;;;;<i>The great teeth of the hungry dragon rip through your skin. He eats you whole and although death is swift, it is far from immediate.</i>;;;;;;;;;;;
;endready;1780;arryn;daenerys;seen_227;reign;100+80;A raven just arrived from the Eyrie. Your pet monster has destroyed a large part of their main keep. We cannot just accept this!;;;;;rhaegalready;Pet monster?;;>;Mind your words!;;>
;_;1781;arryn;daenerys;;;;It's your dragon, Rhaegal. We don't know if anyone is still alive. I fear for my Lord Robin.;;2;3-2;-1-1;;I will do something;;;Nothing I can do;;
;;1782;tyrion;daenerys;rhaegalready;reign;150+50;Incinerated cattle carcasses are turning up near Riverrun. I suppose we've found Rhaegal? We can't afford to lose more livestock.;-1;;2;;;I don't know what to do;;>;Let him be;;>
;_;1783;maester;;;;;The extensive studies I've conducted on dragons suggest to me that Rhaegal needs a rider...;;;;;;And?;;>;;;
;_;1784;maester;;;;;Of course, no one knows how to ride a dragon anymore. Except you, My Queen, but I would be so bold as to say you're a natural.;;;;;;Indeed;;>;Well;;>
;_;1785;tyrion;;;;;Maybe we could introduce Rhaegal to a few candidates, and hope he's not too hungry.;;;;;;<i>Look at him</i>;;>;;;
;_;1786;tyrion;;;;;You don't mean... no. Me? I can't even ride a horse! Damn it, I should really cut my tongue out. It only brings me ruin.;;;;;;Good;;>;Who else?;;>
;_;1787;maester;;;;;Since Jon is missing, we would need to look for candidates in the other Great Houses. Let me find them.;;;;;;Do it;<i>While your advisors look for the candidates, you fly towards the Riverlands to find Rhaegal.</i>;>_1788 and set_hills and add_rhaegal;Shouldn't they be Targaryens?;;>
;_;1804;maester;;;;;Yes, at least according to the legends. But dragons are intelligent and difficult creatures. They make their own choices.;;;;;;Let's try;<i>While your advisors look for the candidates, you fly towards the Riverlands to find Rhaegal.</i>;>_1788 and set_hills and add_rhaegal;I changed my mind;;
;_;1788;rhaegal>open1;;;;;<i>Rhaegal rears as his brother approaches. Drogon screams angrily, and the smaller dragon settles.</i>;;;;;;<i>Look at him</i>;<i>Rhaegal looks cunning and smart. He may abide his brother's orders but he's quicker.</i>;>>> and !rhaegalready and set_kingslanding>2;<i>Touch him</i>;<i>Rhaegal is panting and his heart is racing. You feel his fear, the anger he still carries against you.</i>;>>> and set_kingslanding>2
;_;1789;maester;;;;;The four potential riders are here. Should we introduce them to Rhaegal?;;;;;;;<i>You bring Rhaegal to the four candidates. Knowing your Dragon, who would be the best match?</i>;>_rhaegal_choice and add_tyrion and add_sansa and add_gendry and add_jaime;I changed my mind;;
;_rhaegal_choice;1790;tyrion;;!rhaegalready;;10;He seems vexed. He must think I will not make for a sufficiently sizable meal. Please send Jaime instead.;;;;;;Let's go;<i>You bring Tyrion by the hand to Rhaegal. He looks at the dwarf intently, snorts dismissively and lets him mount his back.</i>;>_riders;Stay;;>_rhaegal_choice
;_rhaegal_choice;1791;tyrion;;<;;10;He seems vexed. I'll bet he's thinking I won't make for a sufficiently sizeable meal. Please send Jaime instead.;;;;;;Let's go;<i>You bring Tyrion by the hand to Rhaegal. He looks at the dwarf intently for some time, then flies away without a sound.</i>;;Stay;;>_rhaegal_choice
;_rhaegal_choice;1792;sansa;;rhaegalready;;10;Such a gigantic beast moving with such grace. There's something troubling about him.;;;;;;Let's go;<i>You bring Sansa by the hand to Rhaegal. He gently puts his head against her hand. She takes hold of the dragon's ridge, and mounts him.</i>;>_riders;Stay;;>_rhaegal_choice
;_rhaegal_choice;1793;sansa;;<;;10;Such a gigantic beast, yet he moves with such grace. There's something troubling about him.;;;;;;Let's go;<i>You bring Sansa by the hand to Rhaegal. He looks at her intently for some time, then takes to the sky without a sound.</i>;;Stay;;>_rhaegal_choice
;_rhaegal_choice;1794;gendry;;;;10;He's massive! A real dragon, I never thought I'd see such a thing.;;;;;;Let's go;<i>You lead Gendry by the hand to Rhaegal. The dragon swiftly gobbles up the poor lad, sets the castle aflame, and disappears into the sky, never to return.</i>;>_riots;Stay;;>_rhaegal_choice
;_rhaegal_choice;1795;jaime;;;;10;I don't like dragons. I've seen men melt under your creature's flames.;;;;;;Let's go;<i>Jaime commands his archers to shoot at the dragon, escaping in the furore. Rhaegal becomes mad with rage, and lays waste to King's Landing.</i>;>_riots;Stay;;>_rhaegal_choice
;_riders;1796;tyrion;;!rhaegalready;;;I hope he won't change his mind. It's quite exhilarating! Although, how do you steer?;;;;;riders_super;Come ride with me;;>>>>>>>>_185;Be careful;;>>>>>>>>_185
;_riders;1797;sansa;;rhaegalready;;;He's so powerful. I don't know how yet, but we will ride alongside you, My Queen!;;;;;riders_super;I'm glad he likes you;;>>>>>>>>_185;I will teach you;;>>>>>>>>_185
;_riots;1798;maester;;;;;Rhaegal has ravaged Flea Bottom! Those who survived are rioting in the streets!;;;0-9;;;What...;;>_end_keep;What...;;>_end_keep
;;1768;maester;daenerys;yes_handmaiden<0;500;300;A raven from Meereen just arrived! Do you want to read it?;;;;;;;;>;;;
;_;1769;raven;;;;;<i>My Queen, the Sons of the Harpy are rising again. They've recruited an assassin, possibly a red priest. Be safe. -- Daario</i>;;;;;;<i>Hide the message</i>;;>>>;<i>Burn the message</i>;;>>>
;_;1770;handmaiden;;;;;My Queen, would you like some refreshment?;;;1;;;;;>;;;
;_;1175;end>poison;;;;;<i>The handmaiden starts singing hymns to the Red God as the poison seeps into your veins.</i>;;;;;;;;;;;
faith;;1571;melisandre;gendry;!has_melisandre;500;300;I see your King's blood has been recognized. I saw it in you long ago.;;;;;;You!;;;You tried to kill me;;>
faith;_;1572;melisandre;gendry;;;;I was under Stannis's spell. I remember our time together fondly, and only wish we could've explored more.;;;;;;Me too;;>_1574;;;
faith;;1573;melisandre;gendry;;500;120;Mighty King, I ask you to respect those who follow the Lord of Light. R'hllor has many ways to show you his gratitude.;;-2-1;;;;I will;;>;I won't;;>
faith;_;1574;melisandre;gendry;;;;Perhaps we can discuss this further tonight, if you wish.;;-1;;;;Do you know what I wish?;;>;Never again;;
faith;_;1575;melisandre;gendry;;;;Delights of all kinds. Pleasures beyond this earth. Ecstasy befitting a King of complex desires.;;;;;;;<i>You cannot resist her beauty, nor her experience. She departs in the morning, with a cold smile and a whisper:</i> You will make Kings rise and fall.;>;;;
faith;_end_gendry;1176;end>gendry;gendry;;;;<i>A foreboding shadow, then a swift, unnatural death. You curse your King's blood and the simple life you were denied.</i>;;;;;;;;;;;
faith;_after_death;1816;melisandre>fire;;>1176;del;10000;I still feel Gendry against my skin. Such power, such innocence, such promise.;;;;;;...;;>_ruler_choice;...;;>_ruler_choice
;;1577;courtesan;tyrion;brothel or yes_courtesan>0;500;120;My friends and I are eager to teach our good King the thousand meanings of the word "pleasure".;;;7+8;;;;;>;;;
;_end_tyrion;1177;end>tyrion;tyrion;;;;<i>A pain inseparable from extreme pleasure shoots through your chest as your heart gives up its fight, contented.</i>;;;;;;;;;;;
;;1244;commoner_female;;winter;500;100;The winter has brought disease. We need medicines to save our children.;;;2;-2;;;;;;;
;;1245;commoner_male;;winter;500;100;We are freezing! This cold is too dangerous for the old and the sick. Please help us!;;1;2;-2;;;;;;;
;;1246;maester;;winter;500;100;Plants are scarce and we are lacking medicines. Perhaps we should prioritise the nobility?;;;-2;;;;;>_1248;;;>
;_;1247;maester;;;;;Yes, maybe looking after women and poor children would be the most noble choice.;-2;2+1;2;;;;;;;;
;_;1248;maester;;;;;You're right. In difficult times, we should first treat those who have the skill to help the realm.;1;-3;-2;2+1;;;;;;;
;;1619;spider;;summer;80;500+100;It is time for you to lay down your burden. I can offer you the most precious of gifts: a simple life, far from the Iron Throne.;-6-5;;;;;;;>;;;
;_;1620;end>paradise;;;;;<i>You disappear from the world in peace and happiness. Your face is forgotten, but your legend endures.</i>;;;;;;;;;;;
;;1249;maester;;summer;500;200;Spring has come, and the snows are melting quickly. We must now assess the damage done by frost.;;;;;;;;;;;
;;1378;military;;summer;500;200;The wolves and bears are heading back north. This is your last chance for a grand hunting expedition.;;-1;-1;;;Good idea;;>_hunt;;;
;;1250;maester;;summer;500;200;Records must be written about your glorious victory over winter and death. Set the Citadel to work.;1;;1;;;;;>;;;>
;_;1251;maester;;summer;;;Of course, you will have the final say over the exact wording of your fantastical deeds.;;-2;-1;0-1;;I hope so;;;No need;;
;;1252;noble;;summer;500;200;The Great Houses would like to commission a statue of you in King's Landing.;1;-2;2;-2-3;;;;;Who's paying?;;
;;1253;military;;summer;500;200;Meltwater threatens to submerge towns. Flood defenses need to be put in place immediately.;1;1;3;-2-2;;;;;;;
;;1254;crow;;summer;500;200;I fear the magic that once fortified the Wall is lost to us forever. We have major repair work to do.;2-1;-1;1;-2-2;;;;;;;
;;1255;hand;;summer;500;200;May I suggest that we make preparations for the next winter? We don't want to have the same worries again.;2-1;2;-1;-1-3;;Rationing?;;;That's ages away;;
;;1294;arryn_male;jon;;500;100;I've always considered you a cousin. Surely you understand the challenging etiquette around bastard children...;1;;;;;What do you want?;;>;Catelyn was no mother to me;;
;_;1295;arryn_male;jon;;;;What we all want: favor and privilege. And to be left alone to govern our land as we see fit.;1;-2;;-1;;;;;You will not blackmail me;;
walkers;_overhear;1330;nobleman;;;reign;10+20;Oi! What are you looking at, you dirty toe rag? You want me to punch you?;3-1;;;;power=50 and add_pirate and add_courtesan;Just try;;>_brawl_events and inc_battle and nb_punch;;;>_overhear
battle;_brawl_choice;1331;crowd;;nb_punch=4;10;max;<i>The tavern begins to blur. Shouts ring out, and furniture breaks. Your vision swims, and...</i>;;;;;;...;;>_brawl_results;...;;>_brawl_results
battle;_brawl_events;1332;throne;;nb_punch=1;10;max;<i>Threatening drunkards surround you. You stagger on your feet, not quite sure how to react.</i>;;;;;>_brawl_choice;;;;;;
battle;_brawl_choice;1333;knight;;nb_punch=1;10;10;Talk to him$<i>You argue the futility of physical violence to the gentleman. He listens thoughtfully before punching you.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1334;knight;;nb_punch=2;10;10;Punch him$<i>As you throw your punch, you remember too late the adage:</i> Never attack an armored man bare-fisted.;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1335;knight;;nb_punch=3;10;10;Insult him$<i>You give a striking tableau of the Knight's depravity. Boiling mad, he runs at you, slips, and hurts himself badly.</i>;2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1336;pirate;;nb_punch=1;10;10;Insult him$<i>You are still mustering a witty insult when the pirate destroys you with banter involving your head and too many Dothrakis.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1337;pirate;;nb_punch=2;10;10;Flatter him$<i>The pirate is quite taken by your recollection of his famous adventures in Tyrosh.</i>;2;;;;>_brawl_choice and nb_punch+;;;;;;
